,Unnamed: 0,Unnamed: 0.1,id,timestamp,tweet_text
0,0,0,1.39e+18,30-04-2021 21:41,Yes just fancied it Its blissful
1,1,1,1.39e+18,30-04-2021 21:40,Great Relief and Blissful As Bobde out its Garbage  free 
2,2,2,1.39e+18,30-04-2021 21:36,My parents did register to stand a better chance of getting the vaccines though I heard it is not compulsory and you can just walk in and register on the spot
3,3,3,1.39e+18,30-04-2021 21:36,Writing a ship I genuinely love has inverted my mood and Im legit blissful all day
4,4,4,1.39e+18,30-04-2021 21:35,this might help you
5,5,5,1.39e+18,30-04-2021 21:33,Soothes in a few minutes blissful relief 
6,6,6,1.39e+18,30-04-2021 21:33,technos eternal torture is being okay the thing he fears the most is peace no matter how hard he tries everything is okay the wind never blows too hard the field never wilts its blissful he hates it
7,7,7,1.39e+18,30-04-2021 21:32,Wow Rude Aussie accents are the blissful to mine ears
8,8,8,1.39e+18,30-04-2021 21:32, pulled me today and let me rock Ramadan been too blissful 
9,9,9,1.39e+18,30-04-2021 21:32,I there now and its blissful
10,10,10,1.39e+18,30-04-2021 21:27,blissful
11,11,11,1.39e+18,30-04-2021 21:26,A joy to behold Being their must have been blissful
12,12,12,1.39e+18,30-04-2021 21:25,Not on any side but close with a Columbia grad student and it was pretty clear that UAW was shady as hell and paid people around bargaining committee to derail their strike You acting like all unions are benevolent is just blissful
13,13,13,1.39e+18,30-04-2021 21:19,A blissful sigh escaped her slender digits coursing through his golden locks Her heart could actually explode from happiness
14,14,14,1.39e+18,30-04-2021 21:17,Ignorance really do be blissful
15,15,15,1.39e+18,30-04-2021 21:17,Comfortable and blissful living at Cates Creek
16,16,16,1.39e+18,30-04-2021 21:15,Do we need to register for second dose of COVID Vaccine for 
17,17,17,1.39e+18,30-04-2021 21:14,I like how her albums tells stories of where she is in that moment of her life Like Sweetner is an album that always melts my heart cause its so blissful and she translates that feeling very well through the album But I dont think seven rings was that creative for ex
18,18,18,1.39e+18,30-04-2021 21:13,Im not a Trump supporter and I imagine your life must be so blissful with how ignorant you are lol Go on about your politics though chief
19,19,19,1.39e+18,30-04-2021 21:13,A place to live but the deposit is killing me
20,20,20,1.39e+18,30-04-2021 21:12,Considering how everything is right now would you rather choose to be aware of your greatest fears approach or choose blissful ignorance
21,21,21,1.39e+18,30-04-2021 21:10,FF blissful moments
22,22,22,1.39e+18,30-04-2021 21:08,I mean come on How amazing would that be to know your body wouldnt be rotting in the forsaken ground but floating across the void never decomposing never changing Ita blissful to think about tbh 
23,23,23,1.39e+18,30-04-2021 21:07,Do you cover people or you expose them Are you a defender or an offender Have a blissful night
24,24,24,1.39e+18,30-04-2021 21:05,I love the silent hour of night For blissful dreams may then arise  Anne Bront
25,25,25,1.39e+18,30-04-2021 21:00,Im a huge Bowie fan
26,26,26,1.39e+18,30-04-2021 21:00,Ever since people gave control of the government to an AI everything has been a blissful utopia Every law it passes makes life better somehow even though the laws it passes keep getting increasingly bizarre fiction storytelling WritingCommunity writers imagination
27,27,27,1.39e+18,30-04-2021 20:59,Digest Before Bedtime You cannot change your FUTURE but you can change your HABITS And surely your HABITS will change your FUTURE Have a blissful night
28,28,28,1.39e+18,30-04-2021 20:59,Goodnight Jenny
29,29,29,1.39e+18,30-04-2021 20:59,One Kiss by Calvin amp Dua will forever give me blissful tears 
30,30,30,1.39e+18,30-04-2021 20:58,Pulp noir art by Glen Orbik
31,31,31,1.39e+18,30-04-2021 20:57,Really smh
32,32,32,1.39e+18,30-04-2021 20:56,More pulp noir art by Glen Orbik
33,33,33,1.39e+18,30-04-2021 20:54,No amount of work can ever go unappreciated especially the one that supports an entire country together We thank our work force today for their efforts and wish all a blissful Labour Day Website realvisory alqaimhousing realestate gwadar DHA
34,34,34,1.39e+18,30-04-2021 20:53,emawk binds the most blissful melodies in the world
35,35,35,1.39e+18,30-04-2021 20:52,Lately feat Blissful sax Kelvin Momo 
36,36,36,1.39e+18,30-04-2021 20:52,Blissful but not content
37,37,37,1.39e+18,30-04-2021 20:51,constantly wish i had the blissful life of a fake blonde fake tanned lulu wearing basic white girl of suburban america
38,38,38,1.39e+18,30-04-2021 20:50,The blissful silence of an empty room
39,39,39,1.39e+18,30-04-2021 20:49,Pulp art by Glen Orbik
40,40,40,1.39e+18,30-04-2021 20:46,Happy birthday Ndunankulu my fellow Taurean I hope your day was blissful abd wish you many happy returns
41,41,41,1.39e+18,30-04-2021 20:45,Oh god to know what its like to not have a crush  sounds blissful
42,42,42,1.39e+18,30-04-2021 20:44,in  words comfort safe blissful
